,match,team,batting_Pos,batsman,out/not out,run,ball,m,fours,sixes,strike_rate
484,New Zealand Vs Australia,New Zealand,4,Glenn Phillips,c & b Hazlewood,12,10,16,2,0,120.00
485,New Zealand Vs Australia,New Zealand,5,James Neesham,not out,26,13,19,0,2,200.00
486,New Zealand Vs Australia,Australia,1,David Warner,b Southee,5,6,7,1,0,83.33
487,New Zealand Vs Australia,Australia,2,Aaron Finch (c),c Williamson b Santner,13,11,20,1,1,118.18
488,New Zealand Vs Australia,Australia,3,Mitchell Marsh,c Neesham b Southee,16,12,17,2,1,133.33
489,New Zealand Vs Australia,Australia,4,Glenn Maxwell,b Sodhi,28,20,47,3,1,140.00
490,New Zealand Vs Australia,Australia,5,Marcus Stoinis,c Phillips b Santner,7,14,16,0,0,50.00
491,New Zealand Vs Australia,Australia,6,Tim David,c Neesham b Santner,11,8,12,0,1,137.50
492,New Zealand Vs Australia,Australia,7,Matthew Wade †,c †Conway b Ferguson,2,4,10,0,0,50.00
493,New Zealand Vs Australia,Australia,8,Pat Cummins,c †Conway b Southee,21,18,27,2,1,116.66
494,New Zealand Vs Australia,Australia,9,Mitchell Starc,b Boult,4,7,13,0,0,57.14
495,New Zealand Vs Australia,Australia,10,Adam Zampa,b Boult,0,2,3,0,0,0.00
496,New Zealand Vs Australia,Australia,11,Josh Hazlewood,not out,1,1,6,0,0,100.00
497,Scotland Vs Zimbabwe,Scotland,1,George Munsey,c Shumba b Ngarava,54,51,74,7,0,105.88
498,Scotland Vs Zimbabwe,Scotland,2,Michael Jones,c Sikandar Raza b Chatara,4,5,6,1,0,80.00
499,Scotland Vs Zimbabwe,Scotland,3,Matthew Cross †,c Madhevere b Ngarava,1,7,15,0,0,14.28
500,Scotland Vs Zimbabwe,Scotland,4,Richie Berrington (c),c Shumba b Sikandar Raza,13,15,24,0,0,86.66
501,Scotland Vs Zimbabwe,Scotland,5,Calum MacLeod,c Jongwe b Chatara,25,26,46,1,0,96.15
502,Scotland Vs Zimbabwe,Scotland,6,Michael Leask,b Muzarabani,12,9,11,2,0,133.33
503,Scotland Vs Zimbabwe,Scotland,7,Chris Greaves,not out,3,7,10,0,0,42.85
504,Scotland Vs Zimbabwe,Scotland,8,Josh Davey,not out,4,3,3,0,0,133.33
505,Scotland Vs Zimbabwe,Zimbabwe,1,Regis Chakabva †,lbw b Wheal,4,3,3,1,0,133.33
506,Scotland Vs Zimbabwe,Zimbabwe,2,Craig Ervine (c),c MacLeod b Watt,58,54,79,6,0,107.40
507,Scotland Vs Zimbabwe,Zimbabwe,3,Wessly Madhevere,b Davey,0,5,8,0,0,0.00
508,Scotland Vs Zimbabwe,Zimbabwe,4,Sean Williams,c Wheal b Leask,7,12,28,0,0,58.33
509,Scotland Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,c †Cross b Davey,40,23,34,3,2,173.91
510,Scotland Vs Zimbabwe,Zimbabwe,6,Milton Shumba,not out,11,11,16,0,0,100.00
511,Scotland Vs Zimbabwe,Zimbabwe,7,Ryan Burl,not out,9,5,7,1,0,180.00
512,West Indies Vs Ireland,West Indies,1,Kyle Mayers,c Tector b McCarthy,1,5,12,0,0,20.00
513,West Indies Vs Ireland,West Indies,2,Johnson Charles,c Campher b Simi Singh,24,18,22,3,1,133.33
514,West Indies Vs Ireland,West Indies,3,Evin Lewis,c Adair b Delany,13,18,42,0,0,72.22
515,West Indies Vs Ireland,West Indies,4,Brandon King,not out,62,48,80,6,1,129.16
516,West Indies Vs Ireland,West Indies,5,Nicholas Pooran (c)†,c Tector b Delany,13,11,16,0,1,118.18
517,West Indies Vs Ireland,West Indies,6,Rovman Powell,c Tector b Delany,6,8,12,1,0,75.00
518,West Indies Vs Ireland,West Indies,7,Odean Smith,not out,19,12,18,1,2,158.33
519,West Indies Vs Ireland,Ireland,1,Paul Stirling,not out,66,48,79,6,2,137.50
520,West Indies Vs Ireland,Ireland,2,Andy Balbirnie (c),c Mayers b Hosein,37,23,34,3,3,160.86
521,West Indies Vs Ireland,Ireland,3,Lorcan Tucker †,not out,45,35,46,2,2,128.57
522,United Arab Emirates Vs Namibia,United Arab Emirates,1,Muhammad Waseem,c Trumpelmann b Shikongo,50,41,66,1,3,121.95
523,United Arab Emirates Vs Namibia,United Arab Emirates,2,Vriitya Aravind †,c van Lingen b Scholtz,21,32,34,2,0,65.62
524,United Arab Emirates Vs Namibia,United Arab Emirates,3,Chundangapoyil Rizwan (c),not out,43,29,55,3,1,148.27
525,United Arab Emirates Vs Namibia,United Arab Emirates,4,Alishan Sharafu,c †Green b Wiese,4,4,10,0,0,100.00
526,United Arab Emirates Vs Namibia,United Arab Emirates,5,Basil Hameed,not out,25,14,13,2,2,178.57
527,United Arab Emirates Vs Namibia,Namibia,1,Michael van Lingen,c Sharafu b Basil Hameed,10,8,14,1,0,125.00
528,United Arab Emirates Vs Namibia,Namibia,2,Stephan Baard,c Ahmed Raza b Junaid Siddique,4,6,9,1,0,66.66
529,United Arab Emirates Vs Namibia,Namibia,3,Jan Nicol Loftie-Eaton,lbw b Basil Hameed,1,6,17,0,0,16.66
530,United Arab Emirates Vs Namibia,Namibia,4,Gerhard Erasmus (c),b Meiyappan,16,18,23,2,0,88.88
531,United Arab Emirates Vs Namibia,Namibia,5,Jan Frylinck,b Zahoor Khan,14,17,33,1,0,82.35
532,United Arab Emirates Vs Namibia,Namibia,6,JJ Smit,run out (Meiyappan/Ahmed Raza),3,3,3,0,0,100.00
533,United Arab Emirates Vs Namibia,Namibia,7,David Wiese,c Sharafu b Muhammad Waseem,55,36,65,3,3,152.77
534,United Arab Emirates Vs Namibia,Namibia,8,Zane Green †,b Zahoor Khan,2,3,3,0,0,66.66
535,United Arab Emirates Vs Namibia,Namibia,9,Ruben Trumpelmann,not out,25,24,43,1,1,104.16
536,United Arab Emirates Vs Namibia,Namibia,10,Bernard Scholtz,not out,1,1,-,0,0,100.00
537,Sri Lanka Vs Netherlands,Sri Lanka,1,Pathum Nissanka,b van Meekeren,14,21,25,0,1,66.66
538,Sri Lanka Vs Netherlands,Sri Lanka,2,Kusal Mendis †,c sub (LV van Beek) b van der Gugten,79,44,94,5,5,179.54
539,Sri Lanka Vs Netherlands,Sri Lanka,3,Dhananjaya de Silva,lbw b van Meekeren,0,1,2,0,0,0.00
540,Sri Lanka Vs Netherlands,Sri Lanka,4,Charith Asalanka,c †Edwards b de Leede,31,30,38,3,0,103.33
541,Sri Lanka Vs Netherlands,Sri Lanka,5,Bhanuka Rajapaksa,c Pringle b de Leede,19,13,18,2,0,146.15
542,Sri Lanka Vs Netherlands,Sri Lanka,6,Dasun Shanaka (c),c Ackermann b Klaassen,8,5,9,0,1,160.00
543,Sri Lanka Vs Netherlands,Sri Lanka,7,Wanindu Hasaranga,not out,5,4,8,0,0,125.00
544,Sri Lanka Vs Netherlands,Sri Lanka,8,Chamika Karunaratne,not out,2,2,4,0,0,100.00
545,Sri Lanka Vs Netherlands,Netherlands,1,Max O'Dowd,not out,71,53,99,6,3,133.96
546,Sri Lanka Vs Netherlands,Netherlands,2,Vikramjit Singh,c Shanaka b Theekshana,7,14,18,0,0,50.00
547,Sri Lanka Vs Netherlands,Netherlands,3,Bas de Leede,c †Mendis b Kumara,14,10,12,1,1,140.00
548,Sri Lanka Vs Netherlands,Netherlands,4,Colin Ackermann,c & b PWH de Silva,0,1,4,0,0,0.00
549,Sri Lanka Vs Netherlands,Netherlands,5,Tom Cooper,b Theekshana,16,19,23,2,0,84.21
550,Sri Lanka Vs Netherlands,Netherlands,6,Scott Edwards (c)†,b Fernando,21,15,16,3,0,140.00
551,Sri Lanka Vs Netherlands,Netherlands,7,Tim Pringle,run out (DM de Silva),2,4,8,0,0,50.00
552,Sri Lanka Vs Netherlands,Netherlands,8,Timm van der Gugten,b PWH de Silva,0,1,2,0,0,0.00
553,Sri Lanka Vs Netherlands,Netherlands,9,Fred Klaassen,b PWH de Silva,3,3,5,0,0,100.00
554,Sri Lanka Vs Netherlands,Netherlands,10,Paul van Meekeren,run out (Shanaka),0,0,4,0,0,-
555,Sri Lanka Vs Netherlands,Netherlands,11,Roelof van der Merwe,not out,0,1,14,0,0,0.00
556,West Indies Vs Zimbabwe,West Indies,1,Kyle Mayers,c †Chakabva b Muzarabani,13,12,17,2,0,108.33
557,West Indies Vs Zimbabwe,West Indies,2,Johnson Charles,run out (Munyonga/Williams),45,36,60,3,2,125.00
558,West Indies Vs Zimbabwe,West Indies,3,Evin Lewis,c Shumba b Sikandar Raza,15,18,28,1,0,83.33
559,West Indies Vs Zimbabwe,West Indies,4,Nicholas Pooran (c)†,c & b Williams,7,9,10,0,0,77.77
560,West Indies Vs Zimbabwe,West Indies,5,Rovman Powell,c Ngarava b Muzarabani,28,21,40,1,2,133.33
561,West Indies Vs Zimbabwe,West Indies,6,Shamarh Brooks,lbw b Sikandar Raza,0,3,5,0,0,0.00
562,West Indies Vs Zimbabwe,West Indies,7,Jason Holder,c & b Sikandar Raza,4,3,3,0,0,133.33
563,West Indies Vs Zimbabwe,West Indies,8,Akeal Hosein,not out,23,18,31,2,0,127.77
564,West Indies Vs Zimbabwe,West Indies,9,Odean Smith,not out,1,2,2,0,0,50.00
565,West Indies Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,c Lewis b Holder,27,19,37,3,1,142.10
566,West Indies Vs Zimbabwe,Zimbabwe,2,Regis Chakabva (c)†,b Joseph,13,9,14,3,0,144.44
567,West Indies Vs Zimbabwe,Zimbabwe,3,Tony Munyonga,b Joseph,2,6,12,0,0,33.33
568,West Indies Vs Zimbabwe,Zimbabwe,4,Sean Williams,c †Pooran b McCoy,1,2,4,0,0,50.00
569,West Indies Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,c Powell b Smith,14,8,12,1,1,175.00
570,West Indies Vs Zimbabwe,Zimbabwe,6,Milton Shumba,c Brooks b Hosein,2,9,20,0,0,22.22
571,West Indies Vs Zimbabwe,Zimbabwe,7,Ryan Burl,lbw b Holder,17,19,30,3,0,89.47
572,West Indies Vs Zimbabwe,Zimbabwe,8,Luke Jongwe,b Joseph,29,22,31,3,1,131.81
573,West Indies Vs Zimbabwe,Zimbabwe,9,Richard Ngarava,b Joseph,2,6,11,0,0,33.33
574,West Indies Vs Zimbabwe,Zimbabwe,10,Tendai Chatara,b Holder,3,8,12,0,0,37.50
575,West Indies Vs Zimbabwe,Zimbabwe,11,Blessing Muzarabani,not out,1,4,4,0,0,25.00
576,Scotland Vs Ireland,Scotland,1,George Munsey,lbw b Adair,1,2,9,0,0,50.00
577,Scotland Vs Ireland,Scotland,2,Michael Jones,c Adair b Little,86,55,95,6,4,156.36
578,Scotland Vs Ireland,Scotland,3,Matthew Cross †,c McCarthy b Campher,28,21,33,5,0,133.33
579,Scotland Vs Ireland,Scotland,4,Richie Berrington (c),c Dockrell b Campher,37,27,39,3,1,137.03
580,Scotland Vs Ireland,Scotland,5,Michael Leask,not out,17,13,19,2,0,130.76
581,Scotland Vs Ireland,Scotland,6,Calum MacLeod,run out (†Tucker),0,3,6,0,0,0.00
582,Scotland Vs Ireland,Ireland,1,Paul Stirling,c †Cross b Sharif,8,10,22,1,0,80.00
583,Scotland Vs Ireland,Ireland,2,Andy Balbirnie (c),c Jones b Wheal,14,12,15,2,0,116.66
584,Scotland Vs Ireland,Ireland,3,Lorcan Tucker †,c Davey b Watt,20,17,28,2,0,117.64
585,Scotland Vs Ireland,Ireland,4,Harry Tector,c Greaves b Leask,14,16,23,1,0,87.50
586,Scotland Vs Ireland,Ireland,5,Curtis Campher,not out,72,32,48,7,2,225.00
587,Scotland Vs Ireland,Ireland,6,George Dockrell,not out,39,27,42,4,1,144.44
588,Sri Lanka Vs United Arab Emirates,Sri Lanka,1,Pathum Nissanka,c Basil Hameed b Zahoor Khan,74,60,105,6,2,123.33
589,Sri Lanka Vs United Arab Emirates,Sri Lanka,2,Kusal Mendis †,lbw b Aryan Lakra,18,13,24,2,0,138.46
590,Sri Lanka Vs United Arab Emirates,Sri Lanka,3,Dhananjaya de Silva,run out (Muhammad Waseem/Aayan Afzal Khan),33,21,30,3,1,157.14
591,Sri Lanka Vs United Arab Emirates,Sri Lanka,4,Bhanuka Rajapaksa,c Kashif Daud b Meiyappan,5,8,19,0,0,62.50
592,Sri Lanka Vs United Arab Emirates,Sri Lanka,5,Charith Asalanka,c †Aravind b Meiyappan,0,1,2,0,0,0.00
593,Sri Lanka Vs United Arab Emirates,Sri Lanka,6,Dasun Shanaka (c),b Meiyappan,0,1,2,0,0,0.00
594,Sri Lanka Vs United Arab Emirates,Sri Lanka,7,Wanindu Hasaranga,c Basil Hameed b Aayan Afzal Khan,2,3,3,0,0,66.66
595,Sri Lanka Vs United Arab Emirates,Sri Lanka,8,Chamika Karunaratne,c Kashif Daud b Zahoor Khan,8,11,22,1,0,72.72
596,Sri Lanka Vs United Arab Emirates,Sri Lanka,9,Pramod Madushan,not out,1,1,4,0,0,100.00
597,Sri Lanka Vs United Arab Emirates,Sri Lanka,10,Dushmantha Chameera,not out,1,1,2,0,0,100.00
598,Sri Lanka Vs United Arab Emirates,United Arab Emirates,1,Muhammad Waseem,b Chameera,2,4,13,0,0,50.00
599,Sri Lanka Vs United Arab Emirates,United Arab Emirates,2,Chirag Suri,b Pramod Madushan,14,19,31,3,0,73.68
600,Sri Lanka Vs United Arab Emirates,United Arab Emirates,3,Aryan Lakra,b Chameera,1,3,4,0,0,33.33
601,Sri Lanka Vs United Arab Emirates,United Arab Emirates,4,Chundangapoyil Rizwan (c),c Rajapaksa b Chameera,1,3,8,0,0,33.33
602,Sri Lanka Vs United Arab Emirates,United Arab Emirates,5,Vriitya Aravind †,lbw b PWH de Silva,9,18,26,1,0,50.00
603,Sri Lanka Vs United Arab Emirates,United Arab Emirates,6,Basil Hameed,c DM de Silva b Shanaka,2,6,14,0,0,33.33
604,Sri Lanka Vs United Arab Emirates,United Arab Emirates,7,Aayan Afzal Khan,b PWH de Silva,19,21,33,1,0,90.47
605,Sri Lanka Vs United Arab Emirates,United Arab Emirates,8,Kashif Daud,lbw b PWH de Silva,0,4,8,0,0,0.00
606,Sri Lanka Vs United Arab Emirates,United Arab Emirates,9,Karthik Meiyappan,st †Mendis b Theekshana,4,8,11,0,0,50.00
607,Sri Lanka Vs United Arab Emirates,United Arab Emirates,10,Junaid Siddique,c Nissanka b Theekshana,18,16,22,1,1,112.50
608,Sri Lanka Vs United Arab Emirates,United Arab Emirates,11,Zahoor Khan,not out,1,1,15,0,0,100.00
609,Namibia Vs Netherlands,Namibia,1,Michael van Lingen,c de Leede b Ackermann,20,19,20,3,0,105.26
610,Namibia Vs Netherlands,Namibia,2,Divan la Cock,c de Leede b Pringle,0,2,5,0,0,0.00
611,Namibia Vs Netherlands,Namibia,3,Stephan Baard,c Klaassen b van der Merwe,19,22,46,0,0,86.36
612,Namibia Vs Netherlands,Namibia,4,Jan Nicol Loftie-Eaton,c †Edwards b van Meekeren,0,2,3,0,0,0.00
613,Namibia Vs Netherlands,Namibia,5,Jan Frylinck,c van Meekeren b de Leede,43,48,63,1,1,89.58
614,Namibia Vs Netherlands,Namibia,6,Gerhard Erasmus (c),b de Leede,16,18,37,0,0,88.88
615,Namibia Vs Netherlands,Namibia,7,David Wiese,not out,11,5,8,1,0,220.00
616,Namibia Vs Netherlands,Namibia,8,JJ Smit,not out,5,4,6,1,0,125.00
617,Namibia Vs Netherlands,Netherlands,1,Max O'Dowd,run out (Erasmus),35,35,59,1,1,100.00
618,Namibia Vs Netherlands,Netherlands,2,Vikramjit Singh,c Loftie-Eaton b Scholtz,39,31,37,3,2,125.80
619,Namibia Vs Netherlands,Netherlands,3,Bas de Leede,not out,30,30,51,2,0,100.00
620,Namibia Vs Netherlands,Netherlands,4,Tom Cooper,c van Lingen b Smit,6,6,7,1,0,100.00
621,Namibia Vs Netherlands,Netherlands,5,Colin Ackermann,c Erasmus b Smit,0,2,2,0,0,0.00
622,Namibia Vs Netherlands,Netherlands,6,Scott Edwards (c)†,c Loftie-Eaton b Frylinck,1,5,5,0,0,20.00
623,Namibia Vs Netherlands,Netherlands,7,Tim Pringle,not out,8,9,14,0,0,88.88
624,Zimbabwe Vs Ireland,Zimbabwe,1,Regis Chakabva †,c †Tucker b Little,0,2,3,0,0,0.00
625,Zimbabwe Vs Ireland,Zimbabwe,2,Craig Ervine (c),st †Tucker b Simi Singh,9,12,28,1,0,75.00
626,Zimbabwe Vs Ireland,Zimbabwe,3,Wessly Madhevere,c Delany b Little,22,19,22,4,0,115.78
627,Zimbabwe Vs Ireland,Zimbabwe,4,Sean Williams,c Tector b Simi Singh,12,11,24,0,1,109.09
628,Zimbabwe Vs Ireland,Zimbabwe,5,Sikandar Raza,b Adair,82,48,72,5,5,170.83
629,Zimbabwe Vs Ireland,Zimbabwe,6,Milton Shumba,c Little b Adair,16,14,26,1,0,114.28
630,Zimbabwe Vs Ireland,Zimbabwe,7,Ryan Burl,c Adair b Little,1,4,9,0,0,25.00
631,Zimbabwe Vs Ireland,Zimbabwe,8,Luke Jongwe,not out,20,10,14,3,0,200.00
632,Zimbabwe Vs Ireland,Ireland,1,Paul Stirling,b Ngarava,0,2,3,0,0,0.00
633,Zimbabwe Vs Ireland,Ireland,2,Andy Balbirnie (c),c Ervine b Muzarabani,3,4,20,0,0,75.00
634,Zimbabwe Vs Ireland,Ireland,3,Lorcan Tucker †,b Ngarava,11,11,10,2,0,100.00
635,Zimbabwe Vs Ireland,Ireland,4,Harry Tector,c Ervine b Muzarabani,1,4,5,0,0,25.00
636,Zimbabwe Vs Ireland,Ireland,5,Curtis Campher,b Williams,27,22,41,1,0,122.72
637,Zimbabwe Vs Ireland,Ireland,6,George Dockrell,b Sikandar Raza,24,20,25,3,0,120.00
638,Zimbabwe Vs Ireland,Ireland,7,Gareth Delany,c Shumba b Chatara,24,20,23,1,1,120.00
639,Zimbabwe Vs Ireland,Ireland,8,Mark Adair,c Sikandar Raza b Muzarabani,9,10,18,0,1,90.00
640,Zimbabwe Vs Ireland,Ireland,9,Simi Singh,b Chatara,0,1,1,0,0,0.00
641,Zimbabwe Vs Ireland,Ireland,10,Barry McCarthy,not out,22,16,23,1,2,137.50
642,Zimbabwe Vs Ireland,Ireland,11,Josh Little,not out,7,11,17,1,0,63.63
643,Scotland Vs West Indies,Scotland,1,George Munsey,not out,66,53,106,9,0,124.52
644,Scotland Vs West Indies,Scotland,2,Michael Jones,b Holder,20,17,36,3,0,117.64
645,Scotland Vs West Indies,Scotland,3,Matthew Cross †,c Brooks b Holder,3,5,10,0,0,60.00
646,Scotland Vs West Indies,Scotland,4,Richie Berrington (c),c Mayers b Joseph,16,14,21,0,1,114.28
647,Scotland Vs West Indies,Scotland,5,Calum MacLeod,c King b Smith,23,14,15,4,0,164.28
648,Scotland Vs West Indies,Scotland,6,Michael Leask,b Joseph,4,6,8,0,0,66.66
649,Scotland Vs West Indies,Scotland,7,Chris Greaves,not out,16,11,19,2,0,145.45
650,Scotland Vs West Indies,West Indies,1,Kyle Mayers,c Munsey b Davey,20,13,12,3,1,153.84
651,Scotland Vs West Indies,West Indies,2,Evin Lewis,c Jones b Wheal,14,13,30,1,1,107.69
652,Scotland Vs West Indies,West Indies,3,Brandon King,b Watt,17,15,24,3,0,113.33
653,Scotland Vs West Indies,West Indies,4,Nicholas Pooran (c)†,b Leask,5,9,14,0,0,55.55
654,Scotland Vs West Indies,West Indies,5,Shamarh Brooks,c Leask b Wheal,4,9,24,0,0,44.44
655,Scotland Vs West Indies,West Indies,6,Rovman Powell,c MacLeod b Leask,5,6,12,0,0,83.33
656,Scotland Vs West Indies,West Indies,7,Jason Holder,c Greaves b Sharif,38,33,37,4,1,115.15
657,Scotland Vs West Indies,West Indies,8,Akeal Hosein,run out (†Cross/Leask),1,1,4,0,0,100.00
658,Scotland Vs West Indies,West Indies,9,Alzarri Joseph,c †Cross b Watt,0,1,4,0,0,0.00
659,Scotland Vs West Indies,West Indies,10,Odean Smith,c Greaves b Watt,5,8,14,0,0,62.50
660,Scotland Vs West Indies,West Indies,11,Obed McCoy,not out,2,3,10,0,0,66.66
661,United Arab Emirates Vs Netherlands,United Arab Emirates,1,Chirag Suri,c †Edwards b van der Merwe,12,20,28,1,0,60.00
662,United Arab Emirates Vs Netherlands,United Arab Emirates,2,Muhammad Waseem,c Pringle b Klaassen,41,47,71,1,2,87.23
663,United Arab Emirates Vs Netherlands,United Arab Emirates,3,Kashif Daud,b Pringle,15,14,19,0,1,107.14
664,United Arab Emirates Vs Netherlands,United Arab Emirates,4,Vriitya Aravind †,c Klaassen b de Leede,18,21,37,0,0,85.71
665,United Arab Emirates Vs Netherlands,United Arab Emirates,5,Zawar Farid,run out (Ackermann/†Edwards),2,4,8,0,0,50.00
666,United Arab Emirates Vs Netherlands,United Arab Emirates,6,Basil Hameed,c van der Merwe b de Leede,4,4,7,1,0,100.00
667,United Arab Emirates Vs Netherlands,United Arab Emirates,7,Chundangapoyil Rizwan (c),b de Leede,1,2,7,0,0,50.00
668,United Arab Emirates Vs Netherlands,United Arab Emirates,8,Aayan Afzal Khan,c Cooper b Klaassen,5,7,8,0,0,71.42
669,United Arab Emirates Vs Netherlands,United Arab Emirates,9,Karthik Meiyappan,not out,0,0,4,0,0,-
670,United Arab Emirates Vs Netherlands,United Arab Emirates,10,Junaid Siddique,not out,0,1,1,0,0,0.00
671,United Arab Emirates Vs Netherlands,Netherlands,1,Vikramjit Singh,b Basil Hameed,10,7,8,2,0,142.85
672,United Arab Emirates Vs Netherlands,Netherlands,2,Max O'Dowd,b Junaid Siddique,23,18,25,3,1,127.77
673,United Arab Emirates Vs Netherlands,Netherlands,3,Bas de Leede,c Rizwan b Meiyappan,14,18,37,1,0,77.77
674,United Arab Emirates Vs Netherlands,Netherlands,4,Colin Ackermann,c Junaid Siddique b Aayan Afzal Khan,17,19,33,1,0,89.47
675,United Arab Emirates Vs Netherlands,Netherlands,5,Tom Cooper,lbw b Junaid Siddique,8,16,22,0,0,50.00
676,United Arab Emirates Vs Netherlands,Netherlands,6,Scott Edwards (c)†,not out,16,19,42,0,0,84.21
677,United Arab Emirates Vs Netherlands,Netherlands,7,Roelof van der Merwe,b Junaid Siddique,0,2,4,0,0,0.00
678,United Arab Emirates Vs Netherlands,Netherlands,8,Tim Pringle,b Zahoor Khan,15,16,26,0,0,93.75
679,United Arab Emirates Vs Netherlands,Netherlands,9,Logan van Beek,not out,4,4,7,0,0,100.00
680,Namibia Vs Sri Lanka,Namibia,1,Michael van Lingen,c Pramod Madushan b Chameera,3,6,7,0,0,50.00
681,Namibia Vs Sri Lanka,Namibia,2,Divan la Cock,c Shanaka b Pramod Madushan,9,9,15,1,0,100.00
682,Namibia Vs Sri Lanka,Namibia,3,Jan Nicol Loftie-Eaton,c †Mendis b Karunaratne,20,12,18,1,2,166.66
683,Namibia Vs Sri Lanka,Namibia,4,Stephan Baard,c DM de Silva b Pramod Madushan,26,24,49,2,0,108.33
684,Namibia Vs Sri Lanka,Namibia,5,Gerhard Erasmus (c),c Gunathilaka b PWH de Silva,20,24,30,0,0,83.33
685,Namibia Vs Sri Lanka,Namibia,6,Jan Frylinck,run out (Gunathilaka/†Mendis),44,28,44,4,0,157.14
686,Namibia Vs Sri Lanka,Namibia,7,David Wiese,c †Mendis b Theekshana,0,1,4,0,0,0.00
687,Namibia Vs Sri Lanka,Namibia,8,JJ Smit,not out,31,16,29,2,2,193.75
688,Namibia Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,c Smit b Shikongo,9,10,16,1,0,90.00
689,Namibia Vs Sri Lanka,Sri Lanka,2,Kusal Mendis †,c †Green b Wiese,6,6,8,0,0,100.00
690,Namibia Vs Sri Lanka,Sri Lanka,3,Dhananjaya de Silva,c Shikongo b Frylinck,12,11,25,1,0,109.09
691,Namibia Vs Sri Lanka,Sri Lanka,4,Danushka Gunathilaka,c †Green b Shikongo,0,1,2,0,0,0.00
692,Namibia Vs Sri Lanka,Sri Lanka,5,Bhanuka Rajapaksa,c la Cock b Scholtz,20,21,39,2,0,95.23
693,Namibia Vs Sri Lanka,Sri Lanka,6,Dasun Shanaka (c),c †Green b Frylinck,29,23,37,2,1,126.08
694,Namibia Vs Sri Lanka,Sri Lanka,7,Wanindu Hasaranga,c Loftie-Eaton b Scholtz,4,8,9,0,0,50.00
695,Namibia Vs Sri Lanka,Sri Lanka,8,Chamika Karunaratne,c Baard b Smit,5,8,15,0,0,62.50
696,Namibia Vs Sri Lanka,Sri Lanka,9,Pramod Madushan,run out (van Lingen/†Green),0,0,4,0,0,-
697,Namibia Vs Sri Lanka,Sri Lanka,10,Dushmantha Chameera,c Erasmus b Wiese,8,15,20,0,0,53.33
698,Namibia Vs Sri Lanka,Sri Lanka,11,Maheesh Theekshana,not out,11,11,14,0,1,100.00
